timestamp,actuator_cmd[0],actuator_cmd[1],actuator_cmd[2],actuator_cmd[3],actuator_cmd[4],actuator_cmd[5],actuator_cmd[6],actuator_cmd[7],actuator_cmd[8],actuator_cmd[9],actuator_cmd[10],actuator_cmd[11],actuator_cmd[12],actuator_cmd[13],actuator_cmd[14],actuator_cmd[15],delta_ts
28800,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
28900,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
29000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
29100,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
29200,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
29300,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
29400,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
29500,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
29600,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
29700,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
29800,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
29900,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
30000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
30100,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
30200,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
30300,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
30400,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
30500,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
30600,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
30700,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
30800,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
30900,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
31000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
31100,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
31200,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
31300,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
31400,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
31500,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
31600,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
31700,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
31800,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
31900,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
32000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
32100,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
32200,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
32300,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
32400,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
32500,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
32600,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
32700,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
32800,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
32900,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
33000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
33100,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
33200,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
33300,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
33400,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
33500,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
33600,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
33700,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
33800,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
33900,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
34000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
34100,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
34200,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
34300,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
34400,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
34500,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
34600,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
34700,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
34800,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
34900,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
35000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
35100,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
35200,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
35300,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
35400,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
35500,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
35600,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
35700,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
35800,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
35900,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
36000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
36100,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
36200,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
36300,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
36400,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
36500,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
36600,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
36700,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
36800,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
36900,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
37000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
37100,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
37200,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
37300,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
37400,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
37500,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
37600,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
37700,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
37800,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
37900,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
38000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
38100,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
38200,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
38300,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
38400,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
38500,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
38600,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
38700,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
38800,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
38900,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
39000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
39100,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
39200,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
39300,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
39400,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
39500,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
39600,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
39700,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
39800,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
39900,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
40000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
40100,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
40200,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
40300,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
40400,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
40500,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
40600,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
40700,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
40800,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
40900,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
41000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
41100,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
41200,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
41300,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
41400,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
41500,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
41600,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
41700,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
41800,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
41900,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
42000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
42100,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
42200,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
42300,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
42400,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
42500,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
42600,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
42700,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
42800,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
42900,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
43000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
43100,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
43200,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
43300,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
43400,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
43500,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
43600,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
43700,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
43800,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
43900,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
44000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
44100,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
44200,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
44300,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
44400,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
44500,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
44600,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
44700,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
44800,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
44900,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
45000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
45100,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
45200,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
45300,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
45400,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
45500,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
45600,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
45700,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
45800,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
45900,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
46000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
46100,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
46200,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
46300,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
46400,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
46500,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
46600,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
46700,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
46800,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
46900,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
47000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
47100,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
47200,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
47300,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
47400,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
47500,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
47600,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
47700,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
47800,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
47900,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
48000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
48100,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
48200,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
48300,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
48400,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
48500,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
48600,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
48700,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
48800,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
48900,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
49000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
49100,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
49200,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
49300,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
49400,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
49500,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
49600,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
49700,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
49800,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
49900,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
50000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
50100,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
50200,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
50300,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
50400,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
50500,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
50600,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
50700,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
50800,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
50900,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
51000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
51100,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
51200,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
51300,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
51400,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
51500,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
51600,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
51700,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
51800,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
51900,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
52000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
52100,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
52200,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
52300,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
52400,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
52500,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
52600,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
52700,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
52800,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
52900,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
53000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
53100,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
53200,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
53300,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
53400,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
53500,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
53600,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
53700,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
53800,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
53900,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
54000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
54100,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
54200,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
54300,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
54400,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
54500,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
54600,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
54700,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
54800,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
54900,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
55000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
55100,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
55200,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
55300,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
55400,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
55500,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
55600,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
55700,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
55800,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
55900,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
56000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
56100,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
56200,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
56300,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
56400,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
56500,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
56600,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
56700,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
56800,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
56900,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
57000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
57100,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
57200,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
57300,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
57400,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
57500,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
57600,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
57700,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
57800,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
